doc_id,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,authors,year,title
doc045,4.7187826567096636e-05,0.08129186928272247,0.02295905537903309,0.10973610728979111,4.7187128075165674e-05,0.785635232925415,4.718615673482418e-05,4.7187790187308565e-05,4.7189740143949166e-05,4.719491698779166e-05,4.718692071037367e-05,4.7185363655444235e-05,Irannezhad e Faroqi,2023,Addressing some of bill of lading issues using the Internet of Things and blockchain technologies a
doc046,3.251066664233804e-05,3.251037196605466e-05,3.2512620236957446e-05,3.251109956181608e-05,0.9996421933174133,3.2509829907212406e-05,3.250929876230657e-05,3.251014641136862e-05,3.2510230084881186e-05,3.251363887102343e-05,3.2513245969312266e-05,3.2512547477381304e-05,Jalali e Tei,2025,"Maritime technology attention trends Buzzwords, stability, and emerging patterns"
doc047,0.6173269152641296,6.770031905034557e-05,0.076290063560009,0.10837677121162415,6.770529580535367e-05,6.77043863106519e-05,6.769998435629532e-05,6.770259642507881e-05,0.10172693431377411,0.04844743013381958,0.03387615457177162,0.01361732929944992,Jiang et al.,2023,Exploring the impact of port-centric information integration on port performance the case of Qingda
doc048,0.0001645808370085433,0.07769825309515,0.00016459941980428994,0.06560541689395905,0.00016459677135571837,0.00016458779282402247,0.27474385499954224,0.031105514615774155,0.1235332041978836,0.2202143371105194,0.19014470279216766,0.01629636622965336,Jovic et al.,2019,The Transition of Croatian Seaports into Smart Ports
doc049,0.3822464048862457,0.1698503941297531,0.00013802053581457585,0.06260252743959427,0.00013802407192997634,0.00013802529429085553,0.1059558317065239,0.07102558761835098,0.05550817772746086,0.051231469959020615,0.1010274738073349,0.00013800477609038353,Jovic et al.,2020,SWOT analysis of selected digital technologies in transport economics
doc050,0.6544730067253113,0.06443428993225098,7.523234671680257e-05,7.523829117417336e-05,0.27280569076538086,0.007685330230742693,7.524211832787842e-05,7.52321066102013e-05,7.523459498770535e-05,7.523586828028783e-05,7.523727254010737e-05,7.523588283220306e-05,Jovic et al.,2022,"Digitalization in Maritime Transport and Seaports Bibliometric, Content and Thematic Analysis"
doc051,0.06303331255912781,6.511854735435918e-05,6.51235823170282e-05,6.511971150757745e-05,6.511513493023813e-05,6.511760147986934e-05,0.4622787535190582,0.46214669942855835,0.0035755024291574955,6.512193795060739e-05,0.008510048501193523,6.512031541205943e-05,Kapidani et al.,2020,National maritime single window – cost-benefit analysis of montenegro case study
doc052,0.16881194710731506,0.038236506283283234,0.00013956708426121622,0.054222580045461655,0.04921561852097511,0.0372597798705101,0.2218092679977417,0.0001395780564052984,0.2818288505077362,0.0001395805593347177,0.1079353541135788,0.04026130214333534,Kapkaeva et al.,2021,Digital Platform for Maritime Port Ecosystem Port of Hamburg Case
doc053,8.406815322814509e-05,0.9657502174377441,8.406624692725018e-05,8.40745706227608e-05,8.406679262407124e-05,0.033409468829631805,8.406654524151236e-05,8.407032873947173e-05,8.407350833294913e-05,8.406992128584534e-05,8.407772838836536e-05,8.406957931583747e-05,Kayisoglu et al.,2025,Exploring cyber security threats and security models in cross-border paperless maritime trade system
doc054,8.590109791839495e-05,0.016600364819169044,8.589627395849675e-05,0.1666245460510254,8.589461504016072e-05,8.589860226493329e-05,8.589712524553761e-05,0.5182004570960999,0.28115707635879517,8.5892403149046e-05,0.01681631989777088,8.590070501668379e-05,Keceli,2011,A Proposed Innovation Strategy for Turkish Port Administration Policy via Information Technology
doc055,0.08741920441389084,6.940218736417592e-05,6.939481681911275e-05,6.940331513760611e-05,6.939224840607494e-05,0.04433392733335495,6.940021557966247e-05,6.940136518096551e-05,0.2322680950164795,6.939536979189143e-05,0.6215896010398865,0.013903304934501648,Klievink et al.,2012,Blurring public-private boundaries governance of information sharing in global trade networks
doc056,0.00011156741675222293,0.08132354170084,0.022386817261576653,0.00011155285756103694,0.1557106375694275,0.00011155501852044836,0.04053787514567375,0.00011156850086990744,0.042301155626773834,0.07797538489103317,0.5792068243026733,0.00011155471293022856,Kosek et al.,2025,Smart ports in Poland The digital transformation of maritime logistics on the example of the ports
doc057,6.146553641883656e-05,0.04326281324028969,0.003673484781756997,6.146644591353834e-05,0.5253291130065918,0.035882119089365005,6.146584200905636e-05,0.04569442570209503,6.146489613456652e-05,6.1469450884033e-05,0.3457892835140228,6.146686791907996e-05,Lai,2025,Research on Data Fusion-Driven Collaborative Logistics Development in the Bay Area
doc058,2.4695951651665382e-05,2.469738683430478e-05,0.019533663988113403,2.4695680622244254e-05,0.018626196309924126,2.469586797815282e-05,2.4695798856555484e-05,0.5172746181488037,2.4695522370166145e-05,0.005818549077957869,0.43857404589653015,2.4695325919310562e-05,Lakićević e Niković,2025,Navigating Sustainability The Green Transition of the Port of Bar
doc059,0.24448448419570923,0.3591301143169403,0.00010037869651569054,0.03888745233416557,0.00010038138862000778,0.00010037387255579233,0.19838522374629974,0.00010038266918854788,0.13468992710113525,0.00010037656466010958,0.00010038161417469382,0.023820511996746063,Lambrou et al.,2008,Ambient intelligence technologies in support of shipping markets’ operations
doc060,0.0439063124358654,0.09997361153364182,0.013355867937207222,0.0583978034555912,0.03176635503768921,8.229795639635995e-05,0.4721975326538086,0.07087703049182892,0.08196894079446793,8.23017762741074e-05,0.03127044811844826,0.09612157940864563,Lambrou et al.,2013,Service-oriented computing and model-driven development as enablers of port information systems An
doc061,7.323203317355365e-05,7.32298067305237e-05,7.323054160224274e-05,7.323297904804349e-05,7.323052705032751e-05,7.324555917875841e-05,7.322365854633972e-05,7.322875899262726e-05,7.32309854356572e-05,0.9991945624351501,7.322882447624579e-05,7.322941382881254e-05,Li et al.,2023,Smart technologies and port operations Optimal adoption strategy with network externality considera
doc062,6.158264295663685e-05,6.157988536870107e-05,0.04497060924768448,6.158321048133075e-05,0.01346054207533598,6.158008181955665e-05,0.33686864376068115,6.157501775305718e-05,6.158040923764929e-05,0.5929070115089417,0.011362112127244473,6.158075848361477e-05,Liu et al.,2022,Research on the Beibu Gulf Port Container Terminal Operation System Construction Performance Evaluat
doc063,3.7526646337937564e-05,0.9995868802070618,3.752793782041408e-05,3.752486372832209e-05,3.7528647226281464e-05,3.752923657884821e-05,3.752520206035115e-05,3.752404518309049e-05,3.752539123524912e-05,3.7529396649915725e-05,3.7526282540056854e-05,3.7526431697187945e-05,Liu et al.,2025,Survey and Future Trends for Cybersecurity in Maritime and Port Sectors A Discrete Event Systems Pe
doc064,0.41754651069641113,0.1716075986623764,0.0001395609142491594,0.00013955723261460662,0.0001395601429976523,0.00013954688620287925,0.00013954725000075996,0.0001395487633999437,0.00013957258488517255,0.2230118364095688,0.1867176592350006,0.00013954672613181174,Loke et al.,2024,Seaport Continuity Modelling Toward Pandemic Disaster Preparedness in the Future
